num_doc,tipo_doc,canal,cod_dispositivo,num_trx
-3789413351499794066,1,POS,10765170,1
6557549308929740184,1,POS,12547568,1
3467509281318045005,1,POS,14292130,3
4426753868183445009,1,POS,13333372,3
-1155262556757547212,1,POS,12370557,4
3969826326912936130,1,POS,14564538,3
6823993864039644685,1,POS,11152808,2
-4733216676166164323,1,POS,14292130,5
6557549308929740184,1,POS,11303609,4
6181728696968346884,1,POS,11843760,1
8633438018896919549,1,POS,13472063,1
-158920238257890162,1,POS,13947387,1
-2219549410984926933,1,POS,11614500,12
7451135023715322742,1,POS,12481628,2
-456956859528814436,1,POS,13704093,2
6644964499869674283,1,POS,10853612,2
8144651074848819642,1,POS,13947387,2
7141583755991474332,1,POS,11127065,3
-3554475159828859570,1,POS,13834924,2
1525994889755414420,1,POS,12494324,1
-438666141794748262,1,POS,12866471,1
-3725548944479039869,1,POS,13904826,1
9144295405406454526,1,POS,11576899,2
-8940326431364881655,1,POS,11646221,1
3896896968695392612,1,POS,13509625,1
4251358838232561199,1,POS,12851234,1
-6765068529120856468,1,POS,15190762,1
-5066077049535851626,1,POS,12443917,8
1552970090928921643,1,POS,10005353,1
-1980538295910219852,1,POS,14828800,1
-7813684394341569809,1,POS,10577138,4
-7098794477056207698,1,POS,13388699,4
-9191710335355420570,1,POS,12660536,3
75761627077809586,1,POS,12995585,2
-8667857862556737572,1,POS,10599355,1
-3388702628588712992,1,POS,13293782,1
3982846395081105054,1,POS,14157499,1
-2294340684610435995,1,POS,12057535,1
6972291966473703203,1,POS,15399314,1
6940274905031560404,1,POS,11278132,1
-6855510395263519575,1,POS,13113303,3
-3143366461733881581,1,POS,14667364,1
-898496937806577251,1,POS,10305233,3
8488644863806487958,1,POS,11303609,2
4562410738370068918,1,POS,10577138,1
-3826100369605017980,1,POS,14699581,2
1466190417148557875,1,POS,14634901,2
-5866463566083960149,1,POS,15322191,1
-8280871556990762917,1,POS,11017951,6
-1599623951495099796,1,POS,14740583,1
-2483776787657187791,1,POS,13318241,17
2527146713258887765,2,POS,15266224,1
-1382359268094890026,1,POS,13449566,1
-1808802995400694356,1,POS,14326649,1
-4263835705282393803,1,POS,13350616,1
-2300060545351633754,1,POS,14594907,1
8062424295751554400,1,POS,11884632,1
7260745115026494216,1,POS,10917235,1
-7952693599472367394,1,POS,11096278,1
7700848836881408170,1,POS,14616627,2
-2586161196365373752,1,POS,11079308,1
2505544911732255901,1,POS,11646254,1
-407642888465745438,1,POS,12501656,1
-1607944363587844069,1,POS,12343885,3
-2175251656808643679,1,POS,14371512,1
3379986533800495979,1,POS,13333372,2
6743334185288527598,1,POS,11475787,2
7558475923152587274,1,POS,11241304,1
67711444341084382,1,POS,12779377,5
737057099980753974,1,POS,10604916,3
8638081153614373047,1,POS,13472063,6
390003437485800266,1,POS,13583984,1
5200626077752554328,1,POS,12866471,3
641413278997871224,1,POS,13853106,2
-3908341156121209565,1,POS,11034238,2
2174359369705754051,1,POS,13508056,1
-6297792625945865379,1,POS,10336139,2
-5995449263900290065,1,POS,14769624,1
5253937945449530471,1,POS,14374482,1
-5529859307494234363,1,POS,11807948,1
1799195261937557160,1,POS,15443005,1
-8024857288253197715,1,POS,11540085,8
4148434517539917724,1,POS,12302436,6
5400435093157927661,1,POS,13706023,1
-2051476663604537279,1,POS,10336139,2
-5880947260042349883,1,POS,10321651,2
-6765068529120856468,1,POS,13961214,1
1971010836670567331,1,POS,14732606,1
4864035386666536877,1,POS,13901442,2
4104965954366016871,1,POS,10773448,1
-6943732889918790302,1,POS,12383030,2
-7756060304307311254,1,POS,14791388,1
-1098306024190830573,1,POS,10964559,1
7630280841837568536,1,POS,11531308,2
-3801307279353884938,1,POS,13807300,1
-5946505029305432738,1,POS,13762901,2
-5878208752955367610,1,POS,15624679,3
2214959352829479337,1,POS,15288764,1
-1557886935805952903,1,POS,12363917,13
8789825072551949295,1,POS,11308996,1
4286862663314145690,1,POS,12651303,2
-324113042124473434,1,POS,11940632,3
-6731498392093440384,1,POS,12997854,1
-2939923719475523356,1,POS,14647986,4
-844598521819173351,1,POS,10543924,2
8022315577142909432,1,POS,10925808,1
1122048306342703502,1,POS,14164636,1
3139760566180940573,1,POS,15476294,1
874414270638499800,1,POS,10804888,1
-3160579110485430260,1,POS,14667166,1
7908916731518264620,1,POS,14945067,1
1974399314682654284,1,POS,13944848,1
2642047775445319043,1,POS,11241304,2
-2207865837801756001,1,POS,11967114,1
6644964499869674283,1,POS,10602407,3
5589574593146968022,1,POS,15443005,2
-8667857862556737572,1,POS,10313583,1
8167427090102628270,1,POS,10922920,1
-8054293822851939235,2,POS,11493608,1
-5638568367379363305,1,POS,10790590,4
2292852020450812907,1,POS,11601689,12
3896896968695392612,1,POS,11058765,1
-1309315167176650461,1,POS,13293782,11
-269144286843729514,1,POS,12896338,7
7220805606677893179,1,POS,13575071,5
-2031826997782586221,1,POS,10599348,7
7452823493128709987,1,POS,11322609,1
-1972091023015295735,1,POS,11287232,2
-3075640496904261800,1,POS,10321651,6
1737576694867739035,1,POS,11810314,1
6710341586596516894,1,POS,14588503,2
-5066077049535851626,1,POS,11761327,1
4100146428389447051,1,POS,11544038,2
9145721993462130002,1,POS,11096278,4
-2648621156307441582,1,POS,13969100,1
5089322360507436327,1,POS,12176368,1
4921959716395711438,1,POS,11306693,6
-8526868180878363161,1,POS,13557186,1
-626064120482191630,1,POS,10305233,6
5949632102156641008,1,POS,12801205,1
4050706092111644125,1,POS,11645512,4
6452336743067765199,1,POS,13411749,1
-359009959420403586,1,POS,10666576,4
-6168238322585651735,1,POS,10305233,4
529443266882189757,1,POS,12370490,7
3477622341431353934,1,POS,15213341,1
6694655963473547128,1,POS,14047427,1
-3765732654472535267,1,POS,10911550,1
7974482430433937648,1,POS,10932812,2
3581275027477818288,1,POS,11531308,7
7839952861048863061,1,POS,14787840,1
-996773078836716531,1,POS,10327682,3
1083075446973846111,1,POS,15555923,2
1170489516908376316,1,POS,11863180,1
-4832998738922727790,1,POS,12487039,2
6181728696968346884,1,POS,10315497,1
4588865645714137255,1,POS,13614904,3
650417411119720027,1,POS,12351425,1
-1154216772263545047,1,POS,12683918,2
-3797295741575064294,1,POS,10853612,1
-4925792628186923052,1,POS,10936623,4
2951724425043402826,1,POS,12892113,4
-4773624925648014295,1,POS,11081841,2
-8265721125329566485,1,POS,14540827,1
-3554475159828859570,1,POS,13989058,1
-3096350497191980624,1,POS,11279189,1
-4859515801549493766,1,POS,11488889,1
644409810983522430,1,POS,13413984,1
4783898959886789376,1,POS,11601705,2
4397431976050751078,1,POS,14647986,1
-6855510395263519575,1,POS,13762968,1
6743334185288527598,1,POS,14407654,1
-1675076615276118127,1,POS,10300077,1
-6609265913839812134,1,POS,12946489,1
-6453849928295984557,1,POS,13425566,1
-3554475159828859570,1,POS,12419040,1
-2124036905006112192,1,POS,11303609,1
2214959352829479337,1,POS,13301445,1
8353201556652105021,1,POS,14466668,1
-420698370365681903,1,POS,11210523,1
7688850897668697534,1,POS,12078598,1
-8122738654551755051,1,POS,15313620,1
4320733484108768912,1,POS,14819494,2
7630280841837568536,1,POS,10301604,1
-8571211501004469818,1,POS,10005692,4
-1595411720430850437,1,POS,13706023,8
-5066077049535851626,1,POS,12336665,2
-7496112108861568282,1,POS,13441050,1
-1451958018111613101,1,POS,11397643,3
4075484919516971935,1,POS,14384945,1
-5785142523554708260,1,POS,13336474,3
4251358838232561199,1,POS,15082902,1
5347249341842460605,1,POS,13508056,2
5017898364545653059,1,POS,11034238,1
-1098306024190830573,1,POS,13098728,2
4297229723788713592,2,POS,10311355,1
-1815637780303816327,1,POS,11950110,1
-2300060545351633754,1,POS,10005445,2
5599230721643468767,1,POS,11341260,1
-4442234371347425893,1,POS,13033931,2
2156193851178386271,1,POS,11303609,1
-6649200886496889173,1,POS,12594834,2
8479430282877258496,1,POS,14440994,1
6291680278961711980,1,POS,14545669,1
7382794561363939446,1,POS,12359782,1
1170489516908376316,1,POS,14047427,3
2358120638997190303,1,POS,15276504,1
-5347235584113806368,1,POS,11303609,1
-7665301689859319881,1,POS,10604916,4
-7425280954229685200,1,POS,14215370,1
-6073027255382083784,1,POS,13834924,2
-6306348899157174958,1,POS,10327682,2
6538421522033596515,1,POS,13333372,11
-2080441109802352617,1,POS,14137830,1
7717855183925345189,1,POS,11174554,1
9095652685805138795,1,POS,10297240,1
-3876653755878427008,1,POS,13335344,1
4510764564063644823,1,POS,12343885,2
4023563062398353445,1,POS,14015358,3
-7952693599472367394,1,POS,12351425,1
-9102038963276666268,1,POS,11601697,60
203603950099350313,1,POS,12121141,4
689859962452776398,1,POS,14310130,1
-8977749219439577321,1,POS,10318277,1
6041611222970299806,1,POS,11950110,2
-7388572592901994355,1,POS,10789261,1
-1607944363587844069,1,POS,12971628,3
-4785114199732138600,1,POS,10766384,3
1464530165358933126,1,POS,13318241,3
-469531076782608086,1,POS,15279474,1
-9111088387403151886,1,POS,12302402,1
-2538114424753819774,1,POS,14270268,1
1581627318522555752,1,POS,11475811,1
7424655378279051280,1,POS,12905402,1
-6002873352505877256,1,POS,14310080,1
-5104803247994793436,1,POS,11645512,2
3676581317852600120,1,POS,11254026,1
-1042147156262232913,1,POS,13768700,1
7090601150696300620,1,POS,10602407,9
7700848836881408170,1,POS,10321651,3
3364110076340124582,1,POS,10303030,2
773178745976982931,1,POS,15322399,1
-3575107214270841577,2,POS,12475026,1
-870668042762901585,1,POS,12609731,1
-1563466309425491643,1,POS,12485389,1
2698762617604620613,1,POS,10327682,12
6337217108352033041,1,POS,11857968,8
3541379303579520901,1,POS,10932812,1
-2450674514326284897,1,POS,13743562,1
8755518431394234155,1,POS,13145198,1
-37573732323950758,1,POS,13113303,1
-3876653755878427008,1,POS,15589922,2
-1143641203722206728,1,POS,14024426,1
1682532974273438235,1,POS,15322191,1
-6273863760978185588,1,POS,12265336,1
-5689754955381392678,1,POS,14508402,3
-778547889904870962,1,POS,14221626,3
-7317438192363582401,1,POS,15287022,1
-400562169695403438,1,POS,14264048,7
5051399505304139867,1,POS,10973352,1
-5037937006039444944,1,POS,14540827,1
1799195261937557160,1,POS,11507522,2
7820776073982608129,1,POS,11940632,1
-2971192933535373734,1,POS,12152047,1
4116875892430460439,1,POS,11821030,2
9021177539353834684,1,POS,11732088,2
4830112665170665150,1,POS,11395803,17
5807856896861462797,1,POS,14323208,1
-4832998738922727790,1,POS,13147533,1
8555439343932855993,1,POS,11279189,1
1012303809053532317,1,POS,12528105,1
490929770766409118,1,POS,14089429,1
7983092790712326733,1,POS,15353998,1
-2939923719475523356,1,POS,15092760,1
-6416116630155126260,1,POS,10707982,1
-9071396183662938151,1,POS,14388938,1
1313236576846139895,1,POS,14540827,2
-6510513553269369885,1,POS,11475787,2
7500043910371591756,1,POS,13706023,1
8742631298272501593,1,POS,15476294,1
-6880311885927422386,1,POS,14089429,1
4378070587405406662,1,POS,14015341,1
-3160579110485430260,1,POS,11518420,1
-6508490773014983143,1,POS,15346539,1
7797203336451497667,1,POS,10853612,2
-1075875944001370116,1,POS,10315497,1
-4031506488229512602,1,POS,11399177,2
772222596252542571,1,POS,11749991,1
203603950099350313,1,POS,11111788,1
-4800775505961524989,1,POS,13282439,1
-3459419430697678189,1,POS,10328573,1
2704631115884112832,1,POS,12679510,2
-8865640641578713130,1,POS,15146574,1
7736155675317851342,1,POS,11857968,1
2292852020450812907,1,POS,14446587,2
-2621221310638622827,1,POS,13066543,1
2986997260580812098,1,POS,13293782,7
7839952861048863061,1,POS,14862593,1
-6937774396895432846,1,POS,14354815,1
2174359369705754051,1,POS,12343885,1
1288572722301120794,1,POS,13502711,1
-1438953278771482431,1,POS,12370490,1
521584343055943025,1,POS,14886675,1
-94286440283088561,1,POS,14994693,1
-6765068529120856468,1,POS,11909074,1
2633900259380266638,1,POS,12962452,1
1682532974273438235,1,POS,12545596,1
-5277163361569595243,1,POS,11341260,1
4153740058425851806,1,POS,14266936,2
4382203350494548107,1,POS,13425566,2
-5363372720921983211,1,POS,14557672,1
989380389770427585,1,POS,11072188,1
116156062012248618,1,POS,13956586,1
-8525824548863073442,1,POS,14299911,1
5612101432001231988,1,POS,14321772,1
-1277172993858543101,1,POS,11322609,1
1971010836670567331,1,POS,11258746,2
6569980677679938652,1,POS,10602407,1
-5516534533700601992,1,POS,14867162,5
218955388440701431,1,POS,15337769,3
7794029688362770606,1,POS,11475795,1
-6806935765734096567,2,POS,15413578,1
-4411300343394447843,1,POS,13896956,4
8232016917354496550,2,POS,11303609,3
-3168660669405605108,1,POS,14867923,1
520615421301621762,1,POS,15020928,1
-139831890047320584,1,POS,11239886,1
-1675076615276118127,1,POS,14961262,1
-6160844169221748111,1,POS,10530848,1
9189421610696847195,1,POS,10313583,1
-1201941384375447546,1,POS,15109986,1
-6841435805779863420,1,POS,13670377,2
-3075640496904261800,1,POS,10316214,3
-8136531794053383780,1,POS,14227300,1
-7440135468177724190,1,POS,12351425,4
-6841435805779863420,1,POS,11561834,4
-2867090257770373168,1,POS,11863875,1
7527437005701109711,1,POS,14540827,1
2749335377587148638,1,POS,15238827,1
-1850652777659204460,1,POS,10602407,2
6480228672667494505,1,POS,14310130,1
9057764754591727215,1,POS,14540827,1
-8571211501004469818,1,POS,14993620,4
-3852154664203453703,1,POS,14524102,2
6486587698859546264,1,POS,14015341,1
1071693800328936523,1,POS,13325428,1
6480228672667494505,1,POS,13333372,3
-2175251656808643679,1,POS,12993333,1
2734460738039240291,1,POS,13992078,4
-5952193859738193296,1,POS,12705331,2
2437985917916739101,1,POS,11096278,3
-7132871782393205124,1,POS,11293412,1
-377457670596770082,1,POS,15476344,1
-8643352063767595967,1,POS,12137576,4
-5752417348067350445,1,POS,12498234,1
2090485529301186451,1,POS,14221535,1
8555387004304067516,1,POS,14015358,1
-2352081856241310374,1,POS,10313583,1
-2038152210167151368,1,POS,12660536,2
7983092790712326733,1,POS,14474746,3
-3935783983640216344,1,POS,15303464,1
2897967407162176948,1,POS,13190616,4
-4916353488019598701,1,POS,10666576,2
-8940326431364881655,1,POS,11475787,1
7867229189277315486,1,POS,14154868,1
7558475923152587274,1,POS,13684766,1
8725333274514435631,1,POS,14446587,2
-1583367736804944801,1,POS,14014948,1
-818674246260586960,1,POS,12374708,1
7452823493128709987,1,POS,13823117,1
-2483776787657187791,1,POS,14960454,2
761665820614981016,1,POS,14772974,2
-5531860166696039137,1,POS,14215370,2
-6306348899157174958,1,POS,14787840,1
-3725548944479039869,1,POS,13000112,1
3916303089435597842,1,POS,14179873,1
-2627515024128138584,1,POS,13402425,1
1005958728386845506,1,POS,10609329,1
1368406393906163214,1,POS,12370490,1
480969079851486692,1,POS,10313583,1
-730147643184290011,1,POS,15163652,1
7366200254719993734,1,POS,13956677,1
7375796124629268432,1,POS,11303609,1
-5785142523554708260,1,POS,15360514,1
7500609405743978021,1,POS,11938081,1
4297229723788713592,2,POS,12800025,4
3330902900230509498,1,POS,14398903,2
-2939923719475523356,1,POS,10773455,1
1942504890254286663,1,POS,10305258,2
7742707301452506542,1,POS,15390560,2
-2038152210167151368,1,POS,14141758,1
1853505496391190963,1,POS,12370631,7
-1595411720430850437,1,POS,10530848,1
981867279217205960,1,POS,10336139,2
75761627077809586,1,POS,15336456,1
7425734878965302007,1,POS,14311997,2
7090601150696300620,1,POS,14433619,1
6127825801427050275,1,POS,10602407,1
-4107436551590798882,1,POS,11279189,4
5593337619122437078,1,POS,10327682,4
94286789781875520,1,POS,10301604,2
1668729019536154944,1,POS,10525699,2
-5345155669645760484,1,POS,11057742,1
-4723307271425891482,1,POS,14321772,2
470479833657590936,1,POS,11105061,1
-6908200477250438504,1,POS,10316214,2
-1557886935805952903,1,POS,10621936,1
-2939923719475523356,1,POS,11576899,13
-4331355749878038995,1,POS,14540827,2
-7394788927051839319,1,POS,10636967,2
2860605041975892497,1,POS,13575071,4
-6657613408903088100,1,POS,14085252,1
2270508639310511249,1,POS,14540827,2
4783898959886789376,1,POS,13218532,1
-3738137938936794329,1,POS,10604916,1
5782112460624902515,1,POS,15110901,2
435002978414765137,1,POS,12651964,1
-1892600834412867535,1,POS,10602407,2
7177818778842302583,1,POS,10818391,1
-5066077049535851626,1,POS,11601705,1
8262063210675994520,1,POS,11241304,3
2189163883138115260,1,POS,11645512,2
4297223676338943541,1,POS,15236201,1
-754212738418679777,1,POS,10773455,2
4725025635487510405,1,POS,13388699,5
-5340610515684312972,1,POS,14154868,3
4776951035700919962,1,POS,15322332,1
-7098794477056207698,1,POS,12302386,1
-871396911656966111,1,POS,15056203,1
5803675392027617343,1,POS,13282439,5
9060363844036564361,1,POS,12439873,180
7637661150016838823,1,POS,13577176,1
6875599568618882993,1,POS,13336474,2
147663394085490911,1,POS,11732088,1
5030334362878183322,1,POS,11096278,2
-4246010221524516099,1,POS,14540827,1
8902680471646944349,1,POS,14455810,1
3826425534648742135,1,POS,12971628,1
2940054657963492509,1,POS,12971628,1
-3494734202241845590,1,POS,10520781,2
8852028851232775476,1,POS,12433801,1
968730872398081131,1,POS,11890746,1
-7259676170956872435,1,POS,15177066,1
4567733777156809446,1,POS,15691371,1
7558475923152587274,1,POS,14960439,1
-5946505029305432738,1,POS,11322609,6
-5661926817208909141,1,POS,12412342,1
-1714764504540939400,1,POS,14178230,1
-4496310332486990912,1,POS,14518682,1
6940274905031560404,1,POS,14490957,1
6734253081551312098,2,POS,11303609,5
-3771796135181993904,1,POS,12272415,1
-1506862719450857535,1,POS,12082319,3
-8732534237027214458,1,POS,14540827,1
-8842921501313985072,1,POS,12642880,1
5788601845330389371,1,POS,12370524,1
-6593145958773221073,1,POS,13575071,2
-2786382707185414537,1,POS,14773394,1
4370234881115733070,1,POS,10577138,2
7854502747329170127,1,POS,13614904,1
-3575107214270841577,2,POS,14351563,2
-6160844169221748111,1,POS,10997070,2
-576540302569743878,1,POS,15020928,1
-2005979966646439142,1,POS,11732088,14
-6448897034097270802,1,POS,10336139,1
1961589727867377148,1,POS,12732608,1
4579267186491486201,1,POS,13383500,1
-2594327595282876117,1,POS,15138993,1
2120131849148542697,1,POS,12962114,2
-7341108402418333611,1,POS,10773455,2
3345600797923940767,1,POS,11303609,1
6048796623422417823,1,POS,10321651,1
2529817608840652478,1,POS,13762968,2
-380286738148664589,1,POS,14388938,1
-982128872141133516,1,POS,14544027,1
3603314850862354827,1,POS,12302436,2
5260357327198532420,1,POS,13575071,1
4482834107797576759,1,POS,12679510,1
954696118209922473,1,POS,14096267,1
-8799710658063094730,1,POS,12512539,1
-7754917455315408976,1,POS,11764347,1
4796522315002852424,1,POS,14221626,1
-6160844169221748111,1,POS,14799241,1
2850847529585920964,1,POS,11416096,1
-4720704458089728298,1,POS,14540827,2
-4935612068382118373,1,POS,13814801,3
-6073027255382083784,1,POS,14326664,3
692414260463426925,1,POS,12971628,1
-5035969756482240737,1,POS,12859252,1
956540030589798895,1,POS,15375439,2
7577128333648619083,1,POS,13262977,3
-7760073175375890174,1,POS,12182556,3
-6348237779291065861,1,POS,11610755,1
-3445151711448221745,1,POS,13388731,1
350747097096620054,1,POS,11080207,1
641413278997871224,1,POS,13393830,1
-8122738654551755051,1,POS,15642622,1
203603950099350313,1,POS,10316214,1
7839952861048863061,1,POS,12170064,1
-2576360942653237233,1,POS,14564538,1
-3332892776880726826,1,POS,14513337,2
-7631756135957620435,1,POS,14544027,1
638795214077190447,1,POS,12779393,1
8620072984170475068,1,POS,11857968,2
119897878189145525,1,POS,14326649,2
4252633483038086760,1,POS,11641644,1
4503492699345274051,1,POS,10316305,1
5147894405534957375,1,POS,15213341,2
-7445733884155247641,1,POS,12333068,1
-836010191608250197,1,POS,14221634,1
-844575220084151988,1,POS,14536221,1
94286789781875520,1,POS,15342785,1
4482834107797576759,1,POS,14357743,4
7569964589143496286,1,POS,14221568,2
3453698864618729476,1,POS,14221527,2
-8663094871367620693,1,POS,12265336,12
-6191848936674516899,1,POS,10602407,1
-2778786435094582441,1,POS,14011613,2
-2219766063031968591,1,POS,14221550,2
8306521443227811903,1,POS,13614904,1
-8643352063767595967,1,POS,12658456,2
-5440779983818591716,1,POS,10327682,3
4314367051670993953,1,POS,10602407,15
-2296060479732557970,1,POS,10666576,1
8001459995071139514,1,POS,11935178,1
-1876696342741422224,1,POS,14017404,1
901786527324933587,1,POS,14321772,6
-1914085802451723759,1,POS,10903813,2
3676581317852600120,1,POS,12692331,4
-8458533930486774111,1,POS,13614904,1
-1556543456371555862,1,POS,13318308,2
2938383178354741383,1,POS,13161245,1
-6855510395263519575,1,POS,12302386,2
1961589727867377148,1,POS,11135233,1
4562460328426492551,1,POS,14558639,1
-8485321428787501739,1,POS,14311997,1
4020063639022090346,1,POS,12851051,1
-1281950331994776373,1,POS,14540827,1
-3553576923616470888,1,POS,13912449,2
-7782614696904639595,1,POS,10853612,2
8138239926709505777,1,POS,10609329,1
7089374955704695179,1,POS,13388715,5
1581627318522555752,1,POS,15235971,1
-8710654589947463148,1,POS,11034238,1
-6761170044278038912,1,POS,13151873,1
6803659573340001042,1,POS,15607450,1
-5392025880641630442,1,POS,10712255,1
912795405704968163,1,POS,10599348,1
2430192732184101794,1,POS,14527915,1
-6195186813190585352,1,POS,11463007,1
3781348180810724101,1,POS,11601689,1
-5805293424885041154,1,POS,10315497,2
-6855510395263519575,1,POS,12343885,1
-7343272715077038754,1,POS,11824075,1
2951724425043402826,1,POS,15002280,1
4294135746045479722,1,POS,11824059,1
-4130657275510034473,1,POS,10973352,1
-8178634129041530609,1,POS,10321388,26
-6803025999343126463,1,POS,13074323,2
1682532974273438235,1,POS,13886619,1
-3935783983640216344,1,POS,12370649,2
-5805293424885041154,1,POS,15084791,4
-6657613408903088100,1,POS,11303609,4
-7896661214618958792,1,POS,11805850,2
8564758658793392548,1,POS,10313583,1
