"id","FRAUDE","VALOR","HORA_AUX","Dist_max_NAL","Canal1","FECHA","COD_PAIS","CANAL","DIASEM","DIAMES","FECHA_VIN","OFICINA_VIN","SEXO","SEGMENTO","EDAD","INGRESOS","EGRESOS","NROPAISES","Dist_Sum_INTER","Dist_Mean_INTER","Dist_Max_INTER","NROCIUDADES","Dist_Mean_NAL","Dist_HOY","Dist_sum_NAL"
9000000077,0,107462.07,12,243.62,"POS",20150501,"US","POS",5,1,20120531,331,"M","Personal Plus",27,7000000,2000000,2,63733.74,4552.41,4552.41,7,70.04,4552.41,2241.26
9000000081,0,109146.09,10,25.02,"POS",20150514,"US","POS",4,14,20050620,505,"F","Personal Plus",27,3000000,500000,2,3237.1,1618.55,1618.55,4,17.6,4552.41,475.22
9000000082,0,109973.09,14,304.29,"POS",20150520,"US","POS",3,20,20070613,265,"F","Personal Plus",27,2100000,500000,3,63296.85,5754.26,7857.49,3,196.89,4552.41,3150.22
9000000083,0,1105431.81,23,733.11,"POS",20150520,"US","MCI",3,20,20080617,32,"F","Personal Plus",22,4000000,2000000,3,48002.68,5333.63,8455.65,4,236.03,4552.41,3068.4
9000000090,1,119819.84,14,659.13,"ATM_INT",20150526,"CR","ATM_INT",2,26,20080409,210,"M","Personal Plus",29,2100000,310000,2,8616.02,4308.01,4308.01,5,342.47,1482.35,2739.72
9000000091,1,1200872.44,23,659.13,"ATM_INT",20150508,"PA","ATM_INT",5,8,20030321,443,"F","Emprendedor",27,4000000,2000000,3,11192.64,2798.16,4552.41,4,424.73,1043.91,2123.66
9000000092,1,120477.78,14,461.26,"ATM_INT",20150504,"EC","ATM_INT",1,4,20100107,82,"F","Personal Plus",22,1000000,900000,2,4552.41,4552.41,4552.41,6,115.51,904.81,1617.18
9000000095,0,120942.5,20,711.63,"POS",20150524,"US","MCI",0,24,20080717,442,"F","Personal Plus",26,2500000,500000,2,3237.1,1618.55,1618.55,4,526.5,4552.41,4212.01
9000000098,0,122877.07,22,973.95,"POS",20150526,"AR","POS",2,26,20101006,19,"M","Personal Plus",28,5623697,500000,2,18209.64,4552.41,4552.41,8,143.64,4308.01,6463.95
9000000099,1,1256805.4,18,243.62,"ATM_INT",20150513,"US","ATM_INT",3,13,20120221,1,"M","Personal Plus",22,1800000,100000,2,1809.62,904.81,904.81,7,114.18,4552.41,2169.37
9000000100,1,1280737.5,1,733.11,"ATM_INT",20150531,"CR","ATM_INT",0,31,20121227,180,"F","Personal Plus",27,3200000,1000000,2,2370.55,2370.55,2370.55,5,371.59,1482.35,2972.72
9000000104,0,1293484.48,21,614.04,"POS",20150503,"US","MCI",0,3,20100825,767,"M","Personal Plus",26,12500000,500000,2,18209.64,4552.41,4552.41,4,297.26,4798.32,1189.02
9000000105,0,130581.08,10,330.51,"POS",20150503,"US","POS",0,3,20110210,21,"F","Personal Plus",31,1770000,350000,2,23127.23,3854.54,3854.54,7,143.46,5589.11,3156.2
9000000106,0,130581.08,10,330.51,"POS",20150503,"US","POS",0,3,20110210,21,"F","Personal Plus",31,1770000,350000,2,23127.23,3854.54,3854.54,7,143.46,5589.11,3156.2
9000000108,0,133963.96,0,304.29,"POS",20150530,"US","MCI",6,30,20050719,586,"M","Personal Plus",28,8500000,2000000,5,42551.06,4255.11,7632.97,4,150.4,4552.41,902.42
9000000111,0,134528.74,5,662.36,"POS",20150529,"US","MCI",5,29,20110208,434,"F","Personal Plus",25,3000000,700000,2,4552.41,4552.41,4552.41,3,638.2,4552.41,2552.8
9000000114,0,138590.04,6,12.01,"POS",20150517,"PA","POS",0,17,19940429,275,"F","Personal Plus",25,2403500,200000,2,9104.82,4552.41,4552.41,3,10.68,1043.91,42.71
9000000116,0,142012.08,15,243.62,"POS",20150514,"US","POS",4,14,20070122,310,"F","Personal Plus",26,2000000,1500000,3,32205.7,4025.71,4552.41,3,195.21,4552.41,976.03
9000000117,0,144205.51,20,711.63,"POS",20150524,"US","MCI",0,24,20080717,442,"F","Personal Plus",26,2500000,500000,2,3237.1,1618.55,1618.55,4,526.5,4552.41,4212.01
9000000122,0,1455283.61,19,711.63,"POS",20150524,"US","MCI",0,24,20080717,442,"F","Personal Plus",26,2500000,500000,2,3237.1,1618.55,1618.55,4,526.5,4552.41,4212.01
9000000129,0,15089.52,18,74.29,"POS",20150524,"US","MCI",0,24,20070424,226,"M","Personal Plus",28,8008000,3000000,2,9104.82,4552.41,4552.41,2,74.29,4552.41,148.59
9000000130,0,151232.05,11,279.77,"POS",20150515,"US","POS",5,15,20110304,907,"M","Personal Plus",24,2000000,0,5,27357.87,3908.27,7857.49,5,144.63,4552.41,1157.01
9000000131,1,151246.09,18,659.13,"ATM_INT",20150509,"US","ATM_INT",6,9,20020903,789,"F","Personal Plus",20,2800000,2200000,2,9104.82,4552.41,4552.41,3,137.89,4552.41,3033.63
9000000134,0,15227.02,15,243.62,"POS",20150507,"US","POS",4,7,20060405,113,"M","Personal Plus",29,9200000,2400000,3,11739.9,1956.65,3782.13,4,64.03,4552.41,576.3
9000000136,0,15383.4,5,733.11,"POS",20150520,"US","MCI",3,20,20080617,32,"F","Personal Plus",22,4000000,2000000,3,48002.68,5333.63,8455.65,4,236.03,4552.41,3068.4
9000000138,0,154074.6,22,240.94,"POS",20150521,"US","MCI",4,21,20070207,42,"F","Personal Plus",27,2500000,800000,2,13657.23,4552.41,4552.41,2,240.94,4552.41,481.89
9000000145,0,160280.07,19,533.63,"POS",20150513,"PA","POS",3,13,20060120,666,"F","Personal Plus",28,1680000,1747000,2,9104.82,4552.41,4552.41,5,252.8,1043.91,1769.63
9000000147,0,161357.27,20,711.63,"POS",20150524,"US","MCI",0,24,20080717,442,"F","Personal Plus",26,2500000,500000,2,3237.1,1618.55,1618.55,4,526.5,4552.41,4212.01
9000000151,0,163926.33,2,662.36,"POS",20150529,"US","MCI",5,29,20110208,434,"F","Personal Plus",25,3000000,700000,2,4552.41,4552.41,4552.41,3,638.2,4552.41,2552.8
9000000162,0,172222.02,23,711.63,"POS",20150524,"US","POS",0,24,20080717,442,"F","Personal Plus",26,2500000,500000,2,3237.1,1618.55,1618.55,4,526.5,4552.41,4212.01
9000000168,0,180764.09,20,304.29,"POS",20150517,"US","POS",0,17,20110727,299,"F","Personal Plus",28,2450000,245000,2,9104.82,4552.41,4552.41,3,189.29,4552.41,757.17
9000000176,0,18997.28,6,733.11,"POS",20150520,"US","MCI",3,20,20080617,32,"F","Personal Plus",22,4000000,2000000,3,48002.68,5333.63,8455.65,4,236.03,4552.41,3068.4
9000000177,0,190455.86,4,659.13,"POS",20150503,"US","MCI",0,3,20140303,48,"M","Preferencial",27,8008000,2600000,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94
9000000178,0,190455.86,4,659.13,"POS",20150503,"US","MCI",0,3,20140303,48,"M","Preferencial",27,8008000,2600000,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94
9000000181,0,193085.01,11,294.43,"POS",20150521,"PA","POS",4,21,20070628,191,"F","Personal Plus",26,1900000,1100000,3,5707.06,951.18,1043.91,5,233.23,1043.91,1632.6
9000000184,0,196320.04,19,304.29,"POS",20150517,"US","POS",0,17,20110727,299,"F","Personal Plus",28,2450000,245000,2,9104.82,4552.41,4552.41,3,189.29,4552.41,757.17
9000000187,0,200344.9,18,243.62,"POS",20150523,"AR","MCI",6,23,20130527,617,"F","Personal Plus",20,1537576,100000,2,4308.01,4308.01,4308.01,2,243.62,4308.01,243.62
9000000188,0,20202.09,17,243.62,"POS",20150501,"US","POS",5,1,20120531,331,"M","Personal Plus",27,7000000,2000000,2,63733.74,4552.41,4552.41,7,70.04,4552.41,2241.26
9000000189,0,20202.09,17,243.62,"POS",20150501,"US","POS",5,1,20120531,331,"M","Personal Plus",27,7000000,2000000,2,63733.74,4552.41,4552.41,7,70.04,4552.41,2241.26
9000000191,0,2049120.22,16,13.67,"POS",20150510,"US","MCI",0,10,20071016,9,"F","Personal Plus",27,2100000,600000,2,9104.82,4552.41,4552.41,5,9.63,4552.41,182.97
9000000200,0,2166306.03,17,51.26,"POS",20150508,"US","POS",5,8,20061003,267,"F","Personal Plus",28,3295000,1600000,5,13876.62,1982.37,3854.54,4,24.12,4552.41,192.93
9000000204,0,223853.03,21,74.29,"POS",20150524,"US","MCI",0,24,20070424,226,"M","Personal Plus",28,8008000,3000000,2,9104.82,4552.41,4552.41,2,74.29,4552.41,148.59
9000000205,1,22776.7,18,238.34,"ATM_INT",20150513,"CR","ATM_INT",3,13,20100624,17,"F","Personal Plus",26,1500000,1000000,3,16813.9,4203.47,4552.41,2,238.34,1482.35,476.68
9000000209,0,22962.09,17,294.43,"POS",20150519,"US","POS",2,19,20050621,18,"M","Personal Plus",28,4700000,1000000,3,16813.9,4203.47,4552.41,5,173.8,4552.41,6604.38
9000000215,1,23878.62,22,1217.57,"ATM_INT",20150522,"CR","ATM_INT",5,22,20101012,582,"F","Personal",28,154000,300000,4,29677.95,2967.8,3854.54,5,469.28,1482.35,3754.24
9000000218,1,240979.55,14,461.26,"ATM_INT",20150504,"EC","ATM_INT",1,4,20100107,82,"F","Personal Plus",22,1000000,900000,2,4552.41,4552.41,4552.41,6,115.51,904.81,1617.18
9000000219,1,240979.55,14,461.26,"ATM_INT",20150504,"EC","ATM_INT",1,4,20100107,82,"F","Personal Plus",22,1000000,900000,2,4552.41,4552.41,4552.41,6,115.51,904.81,1617.18
9000000220,0,240979.55,17,243.62,"ATM_INT",20150504,"EC","ATM_INT",1,4,20081128,497,"F","Personal",23,800000,720000,2,1618.55,1618.55,1618.55,4,154.95,904.81,619.79
9000000222,1,243295.5,1,733.11,"ATM_INT",20150531,"CR","ATM_INT",0,31,20121227,180,"F","Personal Plus",27,3200000,1000000,2,2370.55,2370.55,2370.55,5,371.59,1482.35,2972.72
9000000223,1,243591.25,22,352.24,"ATM_INT",20150516,"EC","ATM_INT",6,16,20020926,430,"F","Personal Plus",24,3000000,2500000,5,39255.32,4361.7,10507.27,3,133.14,904.81,399.43
9000000226,1,243591.25,22,352.24,"ATM_INT",20150516,"EC","ATM_INT",6,16,20020926,430,"F","Personal Plus",24,3000000,2500000,5,39255.32,4361.7,10507.27,3,133.14,904.81,399.43
9000000240,1,247859.25,21,131.71,"ATM_INT",20150519,"US","ATM_INT",2,19,20120127,76,"F","Personal Plus",21,1800000,700000,3,6078.29,1519.57,1618.55,3,96.58,4552.41,386.33
9000000245,0,25037.02,15,243.62,"POS",20150514,"US","POS",4,14,20070122,310,"F","Personal Plus",26,2000000,1500000,3,32205.7,4025.71,4552.41,3,195.21,4552.41,976.03
9000000248,1,252430.85,6,498.04,"ATM_INT",20150526,"NI","ATM_INT",2,26,20120221,680,"M","Personal Plus",20,2000000,800000,3,11649.11,3883.04,8351.75,2,498.04,16737.71,996.07
9000000249,1,252430.85,6,498.04,"ATM_INT",20150526,"NI","ATM_INT",2,26,20120221,680,"M","Personal Plus",20,2000000,800000,3,11649.11,3883.04,8351.75,2,498.04,16737.71,996.07
9000000251,1,2529.01,22,207.48,"POS",20150522,"US","POS",5,22,20070629,200,"M","Personal Plus",28,1309731,300000,2,9104.82,4552.41,4552.41,5,100.98,4552.41,908.8
9000000252,1,2529.01,22,207.48,"POS",20150522,"US","POS",5,22,20070629,200,"M","Personal Plus",28,1309731,300000,2,9104.82,4552.41,4552.41,5,100.98,4552.41,908.8
9000000262,0,25898.71,18,659.13,"POS",20150503,"US","MCI",0,3,20091203,193,"M","Personal",20,200000,100000,3,17954.68,4488.67,6526.97,2,659.13,4552.41,2636.51
9000000263,0,25898.71,18,659.13,"POS",20150503,"US","MCI",0,3,20091203,193,"M","Personal",20,200000,100000,3,17954.68,4488.67,6526.97,2,659.13,4552.41,2636.51
9000000269,0,264494.14,18,74.29,"POS",20150524,"US","MCI",0,24,20070424,226,"M","Personal Plus",28,8008000,3000000,2,9104.82,4552.41,4552.41,2,74.29,4552.41,148.59
9000000274,1,26611.09,18,459.14,"POS",20150507,"US","POS",4,7,20020802,584,"M","Preferencial",22,6166666,2000000,2,13657.23,4552.41,4552.41,9,129.67,4552.41,4279.03
9000000277,0,27325.43,22,659.13,"POS",20150503,"US","MCI",0,3,20140303,48,"M","Preferencial",27,8008000,2600000,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94
9000000278,0,27325.43,22,659.13,"POS",20150503,"US","MCI",0,3,20140303,48,"M","Preferencial",27,8008000,2600000,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94
9000000279,0,280445.04,16,235.64,"POS",20150514,"US","POS",4,14,20130604,193,"F","Personal Plus",24,3400000,900000,2,4552.41,4552.41,4552.41,5,130.11,4552.41,910.75
9000000288,0,29576.4,19,243.62,"POS",20150523,"AR","MCI",6,23,20130527,617,"F","Personal Plus",20,1537576,100000,2,4308.01,4308.01,4308.01,2,243.62,4308.01,243.62
9000000296,0,31880.06,9,243.62,"POS",20150503,"US","POS",0,3,20070628,7,"F","Personal",23,0,0,2,40971.69,4552.41,4552.41,6,21.71,4552.41,911.82
9000000297,0,31880.06,9,243.62,"POS",20150503,"US","POS",0,3,20070628,7,"F","Personal",23,0,0,2,40971.69,4552.41,4552.41,6,21.71,4552.41,911.82
9000000302,0,329656.07,22,711.63,"POS",20150524,"US","POS",0,24,20080717,442,"F","Personal Plus",26,2500000,500000,2,3237.1,1618.55,1618.55,4,526.5,4552.41,4212.01
9000000304,1,334150.5,22,1217.57,"ATM_INT",20150522,"CR","ATM_INT",5,22,20101012,582,"F","Personal",28,154000,300000,4,29677.95,2967.8,3854.54,5,469.28,1482.35,3754.24
9000000305,1,33528.03,20,250.92,"POS",20150503,"US","POS",0,3,20111004,245,"M","Personal Plus",28,4922354,900000,3,9242.99,3081,4552.41,9,101.87,4552.41,2444.99
9000000306,1,33528.03,20,250.92,"POS",20150503,"US","POS",0,3,20111004,245,"M","Personal Plus",28,4922354,900000,3,9242.99,3081,4552.41,9,101.87,4552.41,2444.99
9000000309,1,3421516.83,17,304.29,"POS",20150530,"US","MCI",6,30,20070830,661,"F","Personal Plus",26,3774723,500000,2,9104.82,4552.41,4552.41,3,273.96,4552.41,1095.83
9000000310,0,344286.06,10,659.13,"POS",20150502,"US","POS",6,2,20101001,582,"F","Personal Plus",27,10500000,2000000,2,27314.46,4552.41,4552.41,4,324.12,4552.41,2268.86
9000000311,0,344286.06,10,659.13,"POS",20150502,"US","POS",6,2,20101001,582,"F","Personal Plus",27,10500000,2000000,2,27314.46,4552.41,4552.41,4,324.12,4552.41,2268.86
9000000312,0,34551.61,20,733.11,"POS",20150520,"US","MCI",3,20,20080617,32,"F","Personal Plus",22,4000000,2000000,3,48002.68,5333.63,8455.65,4,236.03,4552.41,3068.4
9000000318,0,36067.22,23,304.29,"POS",20150530,"US","MCI",6,30,20050719,586,"M","Personal Plus",28,8500000,2000000,5,42551.06,4255.11,7632.97,4,150.4,4552.41,902.42
9000000321,0,36774.02,18,294.43,"POS",20150519,"US","POS",2,19,20050621,18,"M","Personal Plus",28,4700000,1000000,3,16813.9,4203.47,4552.41,5,173.8,4552.41,6604.38
9000000323,0,373163.83,20,74.29,"POS",20150524,"US","MCI",0,24,20070424,226,"M","Personal Plus",28,8008000,3000000,2,9104.82,4552.41,4552.41,2,74.29,4552.41,148.59
9000000324,0,37336.7,1,659.13,"POS",20150503,"US","MCI",0,3,20140303,48,"M","Preferencial",27,8008000,2600000,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94
9000000325,0,37336.7,1,659.13,"POS",20150503,"US","MCI",0,3,20140303,48,"M","Preferencial",27,8008000,2600000,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94
9000000326,0,381044.08,10,533.63,"POS",20150513,"PA","POS",3,13,20060120,666,"F","Personal Plus",28,1680000,1747000,2,9104.82,4552.41,4552.41,5,252.8,1043.91,1769.63
9000000328,0,38518.05,18,294.43,"POS",20150519,"US","POS",2,19,20050621,18,"M","Personal Plus",28,4700000,1000000,3,16813.9,4203.47,4552.41,5,173.8,4552.41,6604.38
9000000335,0,39591.07,22,510.14,"POS",20150516,"US","POS",6,16,20110418,13,"M","Personal Plus",24,4583463,0,2,4552.41,4552.41,4552.41,2,510.14,4552.41,1020.27
9000000338,1,410195.7,18,238.34,"ATM_INT",20150513,"CR","ATM_INT",3,13,20100624,17,"F","Personal Plus",26,1500000,1000000,3,16813.9,4203.47,4552.41,2,238.34,1482.35,476.68
9000000339,0,41022.41,21,733.11,"POS",20150520,"US","MCI",3,20,20080617,32,"F","Personal Plus",22,4000000,2000000,3,48002.68,5333.63,8455.65,4,236.03,4552.41,3068.4
9000000340,0,41298.09,19,191.46,"POS",20150524,"PA","POS",0,24,19950126,314,"F","Personal Plus",26,1800000,300000,2,2087.82,1043.91,1043.91,4,59.77,1043.91,478.15
9000000342,0,4183.45,15,659.13,"POS",20150503,"US","MCI",0,3,20091203,193,"M","Personal",20,200000,100000,3,17954.68,4488.67,6526.97,2,659.13,4552.41,2636.51
9000000343,0,4183.45,15,659.13,"POS",20150503,"US","MCI",0,3,20091203,193,"M","Personal",20,200000,100000,3,17954.68,4488.67,6526.97,2,659.13,4552.41,2636.51
9000000347,0,426253.79,19,74.29,"POS",20150524,"US","MCI",0,24,20070424,226,"M","Personal Plus",28,8008000,3000000,2,9104.82,4552.41,4552.41,2,74.29,4552.41,148.59
9000000359,0,45850.07,17,243.62,"POS",20150501,"US","POS",5,1,20120531,331,"M","Personal Plus",27,7000000,2000000,2,63733.74,4552.41,4552.41,7,70.04,4552.41,2241.26
9000000360,0,45850.07,17,243.62,"POS",20150501,"US","POS",5,1,20120531,331,"M","Personal Plus",27,7000000,2000000,2,63733.74,4552.41,4552.41,7,70.04,4552.41,2241.26
9000000361,0,46042.15,20,23.59,"POS",20150503,"US","MCI",0,3,20000831,543,"F","Personal",22,100000,0,2,4552.41,4552.41,4552.41,3,16.46,4552.41,65.86
9000000362,0,46042.15,20,23.59,"POS",20150503,"US","MCI",0,3,20000831,543,"F","Personal",22,100000,0,2,4552.41,4552.41,4552.41,3,16.46,4552.41,65.86
9000000366,0,4713010.38,15,74.29,"POS",20150524,"US","MCI",0,24,20070424,226,"M","Personal Plus",28,8008000,3000000,2,9104.82,4552.41,4552.41,2,74.29,4552.41,148.59
9000000369,1,477372.16,22,1217.57,"ATM_INT",20150522,"CR","ATM_INT",5,22,20101012,582,"F","Personal",28,154000,300000,4,29677.95,2967.8,3854.54,5,469.28,1482.35,3754.24
9000000375,1,48195.91,14,461.26,"ATM_INT",20150504,"EC","ATM_INT",1,4,20100107,82,"F","Personal Plus",22,1000000,900000,2,4552.41,4552.41,4552.41,6,115.51,904.81,1617.18
9000000376,1,48195.91,14,461.26,"ATM_INT",20150504,"EC","ATM_INT",1,4,20100107,82,"F","Personal Plus",22,1000000,900000,2,4552.41,4552.41,4552.41,6,115.51,904.81,1617.18
9000000380,1,483759.9,14,659.13,"ATM_INT",20150513,"US","ATM_INT",3,13,20100818,178,"M","Personal Plus",29,1000000,740000,2,4552.41,4552.41,4552.41,2,659.13,4552.41,659.13
9000000385,0,485468.07,17,243.62,"POS",20150501,"US","POS",5,1,20120531,331,"M","Personal Plus",27,7000000,2000000,2,63733.74,4552.41,4552.41,7,70.04,4552.41,2241.26
9000000386,0,485468.07,17,243.62,"POS",20150501,"US","POS",5,1,20120531,331,"M","Personal Plus",27,7000000,2000000,2,63733.74,4552.41,4552.41,7,70.04,4552.41,2241.26
9000000411,0,493652.28,15,304.29,"ATM_INT",20150506,"PA","ATM_INT",3,6,20051101,574,"F","Personal Plus",28,4255000,600000,4,25597.7,2133.14,7857.49,4,198.16,1043.91,2377.95
9000000414,0,49862.87,21,23.59,"POS",20150503,"US","MCI",0,3,20000831,543,"F","Personal",22,100000,0,2,4552.41,4552.41,4552.41,3,16.46,4552.41,65.86
9000000415,0,49862.87,21,23.59,"POS",20150503,"US","MCI",0,3,20000831,543,"F","Personal",22,100000,0,2,4552.41,4552.41,4552.41,3,16.46,4552.41,65.86
9000000416,0,50032.14,23,13.65,"POS",20150503,"US","MCI",0,3,20050812,379,"M","Personal Plus",25,5000000,150000,2,9104.82,4552.41,4552.41,4,9.79,4552.41,68.56
9000000417,0,50032.14,23,13.65,"POS",20150503,"US","MCI",0,3,20050812,379,"M","Personal Plus",25,5000000,150000,2,9104.82,4552.41,4552.41,4,9.79,4552.41,68.56
9000000420,0,504199.43,8,580.05,"POS",20150528,"CN","MCI",4,28,20090507,5,"M","Personal Plus",29,3304767,2000000,5,758837.94,14317.7,17780.33,6,96.84,15667.16,2130.4
9000000421,0,5086.05,19,304.29,"POS",20150503,"US","POS",0,3,20140828,812,"F","Personal Plus",28,6000000,4000000,2,9104.82,4552.41,4552.41,4,123.03,4552.41,1353.3
9000000422,0,5086.05,19,304.29,"POS",20150503,"US","POS",0,3,20140828,812,"F","Personal Plus",28,6000000,4000000,2,9104.82,4552.41,4552.41,4,123.03,4552.41,1353.3
9000000432,0,52132.64,17,733.11,"POS",20150520,"US","MCI",3,20,20080617,32,"F","Personal Plus",22,4000000,2000000,3,48002.68,5333.63,8455.65,4,236.03,4552.41,3068.4
9000000433,1,521816.28,23,659.13,"ATM_INT",20150508,"PA","ATM_INT",5,8,20030321,443,"F","Emprendedor",27,4000000,2000000,3,11192.64,2798.16,4552.41,4,424.73,1043.91,2123.66
9000000436,0,535119.05,13,659.13,"POS",20150503,"US","MCI",0,3,20140303,48,"M","Preferencial",27,8008000,2600000,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94
9000000437,0,535119.05,13,659.13,"POS",20150503,"US","MCI",0,3,20140303,48,"M","Preferencial",27,8008000,2600000,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94
9000000444,0,55963.54,19,659.13,"POS",20150529,"US","MCI",5,29,20041220,600,"F","Personal Plus",29,6000000,2000000,3,13610.66,2722.13,4552.41,6,258.47,4552.41,2584.67
9000000449,0,580081.03,12,279.77,"POS",20150515,"US","POS",5,15,20110304,907,"M","Personal Plus",24,2000000,0,5,27357.87,3908.27,7857.49,5,144.63,4552.41,1157.01
9000000455,1,586795.4,17,659.13,"ATM_INT",20150504,"US","ATM_INT",1,4,20130115,172,"M","Personal Plus",25,5000000,200000,2,9104.82,4552.41,4552.41,2,659.13,4552.41,2636.51
9000000456,0,58785.96,22,23.59,"POS",20150503,"US","MCI",0,3,20000831,543,"F","Personal",22,100000,0,2,4552.41,4552.41,4552.41,3,16.46,4552.41,65.86
9000000457,0,58785.96,22,23.59,"POS",20150503,"US","MCI",0,3,20000831,543,"F","Personal",22,100000,0,2,4552.41,4552.41,4552.41,3,16.46,4552.41,65.86
9000000458,0,5920121.68,22,711.63,"POS",20150524,"US","MCI",0,24,20080717,442,"F","Personal Plus",26,2500000,500000,2,3237.1,1618.55,1618.55,4,526.5,4552.41,4212.01
9000000460,0,59617.07,10,304.29,"POS",20150516,"PA","POS",6,16,20120327,192,"M","Personal Plus",24,1500000,200000,3,15174.62,3034.92,5766.56,9,121.75,1043.91,1826.3
9000000461,0,59753.23,21,659.13,"POS",20150503,"US","MCI",0,3,20140303,48,"M","Preferencial",27,8008000,2600000,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94
9000000462,0,59753.23,21,659.13,"POS",20150503,"US","MCI",0,3,20140303,48,"M","Preferencial",27,8008000,2600000,3,46968.31,11742.08,15028.51,9,422.42,4552.41,10982.94
9000000466,0,61494.61,23,304.29,"POS",20150530,"US","MCI",6,30,20050719,586,"M","Personal Plus",28,8500000,2000000,5,42551.06,4255.11,7632.97,4,150.4,4552.41,902.42
9000000469,0,62020.04,15,304.29,"POS",20150520,"US","POS",3,20,20070613,265,"F","Personal Plus",27,2100000,500000,3,63296.85,5754.26,7857.49,3,196.89,4552.41,3150.22
9000000475,1,64417.05,22,459.14,"POS",20150507,"US","POS",4,7,20020802,584,"M","Preferencial",22,6166666,2000000,2,13657.23,4552.41,4552.41,9,129.67,4552.41,4279.03
9000000479,0,67569.04,9,25.02,"POS",20150514,"US","POS",4,14,20050620,505,"F","Personal Plus",27,3000000,500000,2,3237.1,1618.55,1618.55,4,17.6,4552.41,475.22
9000000482,0,68801.04,18,304.29,"POS",20150506,"PA","POS",3,6,20051101,574,"F","Personal Plus",28,4255000,600000,4,25597.7,2133.14,7857.49,4,198.16,1043.91,2377.95
