"id_cliente","tipo_doc","tipo_disp","id_disp","num_trx"
4251358838232561152,1,"POS",12851234,1
1552970090928921600,1,"POS",10005353,1
75761627077809584,1,"POS",12995585,2
3982846395081104896,1,"POS",14157499,1
6972291966473703424,1,"POS",15399314,1
6940274905031560192,1,"POS",11278132,1
8488644863806487552,1,"POS",11303609,2
4562410738370068992,1,"POS",10577138,1
1466190417148557824,1,"POS",14634901,2
2527146713258887680,2,"POS",15266224,1
8062424295751554048,1,"POS",11884632,1
7260745115026494464,1,"POS",10917235,1
7700848836881408000,1,"POS",14616627,2
2505544911732255744,1,"POS",11646254,1
3379986533800496128,1,"POS",13333372,2
6743334185288527872,1,"POS",11475787,2
7558475923152587776,1,"POS",11241304,1
67711444341084384,1,"POS",12779377,5
737057099980753920,1,"POS",10604916,3
8638081153614372864,1,"POS",13472063,6
390003437485800256,1,"POS",13583984,1
5200626077752554496,1,"POS",12866471,3
641413278997871232,1,"POS",13853106,2
2174359369705754112,1,"POS",13508056,1
5253937945449530368,1,"POS",14374482,1
1799195261937557248,1,"POS",15443005,1
4148434517539917824,1,"POS",12302436,6
5400435093157927936,1,"POS",13706023,1
1971010836670567424,1,"POS",14732606,1
4864035386666536960,1,"POS",13901442,2
4104965954366017024,1,"POS",10773448,1
7630280841837569024,1,"POS",11531308,2
2214959352829479424,1,"POS",15288764,1
8789825072551949312,1,"POS",11308996,1
4286862663314145792,1,"POS",12651303,2
8022315577142908928,1,"POS",10925808,1
1122048306342703488,1,"POS",14164636,1
3139760566180940800,1,"POS",15476294,1
874414270638499840,1,"POS",10804888,1
7908916731518264320,1,"POS",14945067,1
1974399314682654208,1,"POS",13944848,1
2642047775445319168,1,"POS",11241304,2
6644964499869674496,1,"POS",10602407,3
5589574593146968064,1,"POS",15443005,2
8167427090102628352,1,"POS",10922920,1
2292852020450812928,1,"POS",11601689,12
3896896968695392768,1,"POS",11058765,1
7220805606677893120,1,"POS",13575071,5
7452823493128710144,1,"POS",11322609,1
1737576694867739136,1,"POS",11810314,1
6710341586596516864,1,"POS",14588503,2
4100146428389447168,1,"POS",11544038,2
9145721993462129664,1,"POS",11096278,4
5089322360507436032,1,"POS",12176368,1
4921959716395711488,1,"POS",11306693,6
5949632102156641280,1,"POS",12801205,1
4050706092111644160,1,"POS",11645512,4
6452336743067764736,1,"POS",13411749,1
529443266882189760,1,"POS",12370490,7
3477622341431353856,1,"POS",15213341,1
6694655963473547264,1,"POS",14047427,1
7974482430433937408,1,"POS",10932812,2
3581275027477818368,1,"POS",11531308,7
7839952861048862720,1,"POS",14787840,1
1083075446973846144,1,"POS",15555923,2
1170489516908376320,1,"POS",11863180,1
6181728696968346624,1,"POS",10315497,1
4588865645714137088,1,"POS",13614904,3
650417411119720064,1,"POS",12351425,1
2951724425043402752,1,"POS",12892113,4
644409810983522432,1,"POS",13413984,1
4783898959886789632,1,"POS",11601705,2
4397431976050750976,1,"POS",14647986,1
6743334185288527872,1,"POS",14407654,1
2214959352829479424,1,"POS",13301445,1
8353201556652104704,1,"POS",14466668,1
7688850897668697088,1,"POS",12078598,1
4320733484108768768,1,"POS",14819494,2
7630280841837569024,1,"POS",10301604,1
4075484919516972032,1,"POS",14384945,1
4251358838232561152,1,"POS",15082902,1
5347249341842460672,1,"POS",13508056,2
5017898364545652736,1,"POS",11034238,1
4297229723788713472,2,"POS",10311355,1
5599230721643468800,1,"POS",11341260,1
2156193851178386176,1,"POS",11303609,1
8479430282877258752,1,"POS",14440994,1
6291680278961712128,1,"POS",14545669,1
7382794561363939328,1,"POS",12359782,1
1170489516908376320,1,"POS",14047427,3
2358120638997190144,1,"POS",15276504,1
6538421522033596416,1,"POS",13333372,11
7717855183925345280,1,"POS",11174554,1
9095652685805138944,1,"POS",10297240,1
4510764564063644672,1,"POS",12343885,2
4023563062398353408,1,"POS",14015358,3
203603950099350304,1,"POS",12121141,4
689859962452776448,1,"POS",14310130,1
6041611222970299392,1,"POS",11950110,2
1464530165358933248,1,"POS",13318241,3
1581627318522555648,1,"POS",11475811,1
7424655378279051264,1,"POS",12905402,1
3676581317852600320,1,"POS",11254026,1
7090601150696300544,1,"POS",10602407,9
7700848836881408000,1,"POS",10321651,3
3364110076340124672,1,"POS",10303030,2
773178745976982912,1,"POS",15322399,1
2698762617604620800,1,"POS",10327682,12
6337217108352032768,1,"POS",11857968,8
3541379303579521024,1,"POS",10932812,1
8755518431394234368,1,"POS",13145198,1
1682532974273438208,1,"POS",15322191,1
5051399505304139776,1,"POS",10973352,1
1799195261937557248,1,"POS",11507522,2
7820776073982608384,1,"POS",11940632,1
4116875892430460416,1,"POS",11821030,2
9021177539353834496,1,"POS",11732088,2
4830112665170665472,1,"POS",11395803,17
5807856896861462528,1,"POS",14323208,1
8555439343932856320,1,"POS",11279189,1
1012303809053532288,1,"POS",12528105,1
490929770766409088,1,"POS",14089429,1
7983092790712327168,1,"POS",15353998,1
1313236576846139904,1,"POS",14540827,2
7500043910371592192,1,"POS",13706023,1
8742631298272501760,1,"POS",15476294,1
4378070587405406720,1,"POS",14015341,1
7797203336451497984,1,"POS",10853612,2
772222596252542592,1,"POS",11749991,1
203603950099350304,1,"POS",11111788,1
2704631115884112896,1,"POS",12679510,2
7736155675317851136,1,"POS",11857968,1
2292852020450812928,1,"POS",14446587,2
2986997260580812288,1,"POS",13293782,7
7839952861048862720,1,"POS",14862593,1
2174359369705754112,1,"POS",12343885,1
1288572722301120768,1,"POS",13502711,1
521584343055943040,1,"POS",14886675,1
2633900259380266496,1,"POS",12962452,1
1682532974273438208,1,"POS",12545596,1
4153740058425851904,1,"POS",14266936,2
4382203350494547968,1,"POS",13425566,2
989380389770427648,1,"POS",11072188,1
116156062012248624,1,"POS",13956586,1
5612101432001231872,1,"POS",14321772,1
1971010836670567424,1,"POS",11258746,2
6569980677679938560,1,"POS",10602407,1
218955388440701440,1,"POS",15337769,3
7794029688362770432,1,"POS",11475795,1
8232016917354497024,2,"POS",11303609,3
520615421301621760,1,"POS",15020928,1
9189421610696847360,1,"POS",10313583,1
7527437005701109760,1,"POS",14540827,1
2749335377587148800,1,"POS",15238827,1
6480228672667494400,1,"POS",14310130,1
9057764754591727616,1,"POS",14540827,1
6486587698859546624,1,"POS",14015341,1
1071693800328936576,1,"POS",13325428,1
6480228672667494400,1,"POS",13333372,3
2734460738039240192,1,"POS",13992078,4
2437985917916739072,1,"POS",11096278,3
2090485529301186560,1,"POS",14221535,1
8555387004304067584,1,"POS",14015358,1
7983092790712327168,1,"POS",14474746,3
2897967407162177024,1,"POS",13190616,4
7867229189277315072,1,"POS",14154868,1
7558475923152587776,1,"POS",13684766,1
8725333274514436096,1,"POS",14446587,2
7452823493128710144,1,"POS",13823117,1
761665820614980992,1,"POS",14772974,2
3916303089435597824,1,"POS",14179873,1
1005958728386845568,1,"POS",10609329,1
1368406393906163200,1,"POS",12370490,1
480969079851486720,1,"POS",10313583,1
7366200254719993856,1,"POS",13956677,1
7375796124629268480,1,"POS",11303609,1
7500609405743978496,1,"POS",11938081,1
4297229723788713472,2,"POS",12800025,4
3330902900230509568,1,"POS",14398903,2
1942504890254286592,1,"POS",10305258,2
7742707301452506112,1,"POS",15390560,2
1853505496391191040,1,"POS",12370631,7
981867279217206016,1,"POS",10336139,2
75761627077809584,1,"POS",15336456,1
7425734878965302272,1,"POS",14311997,2
7090601150696300544,1,"POS",14433619,1
6127825801427050496,1,"POS",10602407,1
5593337619122437120,1,"POS",10327682,4
94286789781875520,1,"POS",10301604,2
1668729019536154880,1,"POS",10525699,2
470479833657590912,1,"POS",11105061,1
2860605041975892480,1,"POS",13575071,4
2270508639310511360,1,"POS",14540827,2
4783898959886789632,1,"POS",13218532,1
5782112460624902144,1,"POS",15110901,2
435002978414765120,1,"POS",12651964,1
7177818778842302464,1,"POS",10818391,1
8262063210675994624,1,"POS",11241304,3
2189163883138115328,1,"POS",11645512,2
4297223676338943488,1,"POS",15236201,1
4725025635487510528,1,"POS",13388699,5
4776951035700920320,1,"POS",15322332,1
5803675392027617280,1,"POS",13282439,5
9060363844036563968,1,"POS",12439873,180
7637661150016838656,1,"POS",13577176,1
6875599568618883072,1,"POS",13336474,2
147663394085490912,1,"POS",11732088,1
5030334362878183424,1,"POS",11096278,2
8902680471646944256,1,"POS",14455810,1
3826425534648741888,1,"POS",12971628,1
2940054657963492352,1,"POS",12971628,1
8852028851232775168,1,"POS",12433801,1
968730872398081152,1,"POS",11890746,1
4567733777156809216,1,"POS",15691371,1
7558475923152587776,1,"POS",14960439,1
6940274905031560192,1,"POS",14490957,1
6734253081551311872,2,"POS",11303609,5
5788601845330388992,1,"POS",12370524,1
4370234881115732992,1,"POS",10577138,2
7854502747329170432,1,"POS",13614904,1
1961589727867377152,1,"POS",12732608,1
4579267186491486208,1,"POS",13383500,1
2120131849148542720,1,"POS",12962114,2
3345600797923940864,1,"POS",11303609,1
6048796623422417920,1,"POS",10321651,1
2529817608840652288,1,"POS",13762968,2
3603314850862354944,1,"POS",12302436,2
5260357327198532608,1,"POS",13575071,1
4482834107797576704,1,"POS",12679510,1
954696118209922432,1,"POS",14096267,1
4796522315002852352,1,"POS",14221626,1
2850847529585921024,1,"POS",11416096,1
692414260463426944,1,"POS",12971628,1
956540030589798912,1,"POS",15375439,2
7577128333648619520,1,"POS",13262977,3
350747097096620032,1,"POS",11080207,1
641413278997871232,1,"POS",13393830,1
203603950099350304,1,"POS",10316214,1
7839952861048862720,1,"POS",12170064,1
638795214077190400,1,"POS",12779393,1
8620072984170475520,1,"POS",11857968,2
119897878189145520,1,"POS",14326649,2
4252633483038086656,1,"POS",11641644,1
4503492699345273856,1,"POS",10316305,1
5147894405534957568,1,"POS",15213341,2
94286789781875520,1,"POS",15342785,1
4482834107797576704,1,"POS",14357743,4
7569964589143496704,1,"POS",14221568,2
3453698864618729472,1,"POS",14221527,2
8306521443227811840,1,"POS",13614904,1
4314367051670993920,1,"POS",10602407,15
8001459995071139840,1,"POS",11935178,1
901786527324933632,1,"POS",14321772,6
3676581317852600320,1,"POS",12692331,4
2938383178354741248,1,"POS",13161245,1
1961589727867377152,1,"POS",11135233,1
4562460328426492416,1,"POS",14558639,1
4020063639022090240,1,"POS",12851051,1
8138239926709506048,1,"POS",10609329,1
7089374955704694784,1,"POS",13388715,5
1581627318522555648,1,"POS",15235971,1
6.80365957334e+18,1,"POS",15607450,1
912795405704968192,1,"POS",10599348,1
2430192732184101888,1,"POS",14527915,1
3781348180810724352,1,"POS",11601689,1
2951724425043402752,1,"POS",15002280,1
4294135746045479936,1,"POS",11824059,1
1682532974273438208,1,"POS",13886619,1
8564758658793392128,1,"POS",10313583,1
488065962544488768,1,"POS",11821030,1
235830495556557280,1,"POS",11341302,4
1497633264279813376,1,"POS",10538809,1
7331717801406638080,1,"POS",10989861,1
7945476973036591104,1,"POS",11475795,1
350747097096620032,1,"POS",13420492,1
2576627674369528832,1,"POS",15132145,2
297191001987026176,1,"POS",15287022,1
1045983028693335168,1,"POS",13472063,1
8977685101962665984,1,"POS",14089429,1
2873464731651206656,1,"POS",14502892,1
9060363844036563968,1,"POS",15285786,2
1849282742440678656,1,"POS",15322365,1
2437178310241175040,1,"POS",12993333,2
1741402186501354496,1,"POS",14540827,1
8479430282877258752,1,"POS",10304707,1
9046455143413864448,1,"POS",10636967,1
638795214077190400,1,"POS",13472063,2
2686422352649228288,1,"POS",12051421,1
1203402248213351168,1,"POS",14089437,1
6264173091708037120,1,"POS",10327682,2
8167427090102628352,1,"POS",15084791,1
3949050160426633216,1,"POS",14510101,3
4403106384752490496,1,"POS",14647986,2
2633808751320266752,1,"POS",14388938,6
7558475923152587776,1,"POS",13822788,1
8620072984170475520,1,"POS",14523468,1
2897967407162177024,1,"POS",14304620,3
2835783709886319104,1,"POS",15306319,2
8420774247431028736,1,"POS",10313583,1
2174359369705754112,1,"POS",14111074,1
155831268602814464,1,"POS",13425954,1
2902370918246395904,1,"POS",12227542,1
843104199503507456,1,"POS",10310126,1
8188311433535620096,1,"POS",13541800,2
1308017321024329472,1,"POS",14787840,2
923099945027381504,1,"POS",12531042,1
7392995933518418944,1,"POS",13575071,3
1259620747894441728,1,"POS",14647986,2
7616645866524969984,1,"POS",13966056,2
205918861361894336,1,"POS",13220769,4
6557549308929739776,1,"POS",14120794,6
501481412215063808,1,"POS",13417084,1
745729723286173952,1,"POS",14740583,1
4562460328426492416,1,"POS",11651882,4
8638081153614372864,1,"POS",10694974,1
6935072501394173952,1,"POS",13856901,1
3949050160426633216,1,"POS",11587953,1
7575462157729550336,1,"POS",14540827,1
2430192732184101888,1,"POS",13637319,1
5721799854524891136,1,"POS",10932812,1
2718550451187592192,1,"POS",13318308,1
6861792605025121280,1,"POS",11073525,1
1118105154346309760,1,"POS",12971628,1
2495314652764638208,1,"POS",11857968,1
9046455143413864448,1,"POS",14144745,1
874414270638499840,1,"POS",15631690,1
2214959352829479424,1,"POS",14752851,1
8167427090102628352,1,"POS",11034238,1
5210214045584018432,1,"POS",15485915,2
8725333274514436096,1,"POS",13446067,1
7839402912448145408,1,"POS",11126513,2
3620306874340531712,1,"POS",11475803,1
4227215643624695808,1,"POS",13293832,1
9027857483566559232,1,"POS",10305233,3
2214959352829479424,1,"POS",14590608,1
2842259639570193408,1,"POS",13541800,1
6694655963473547264,1,"POS",14867162,3
2830861035823506432,1,"POS",10602407,1
4482834107797576704,1,"POS",13559984,4
3603314850862354944,1,"POS",14846406,1
334692418847087744,1,"POS",12301800,1
2576627674369528832,1,"POS",14388938,8
3041175729033732096,1,"POS",11152196,1
1824354697822083072,1,"POS",12302402,1
9006952128699565056,1,"POS",14354815,1
5612101432001231872,1,"POS",15020050,1
1071693800328936576,1,"POS",10683134,1
6694655963473547264,1,"POS",10319267,1
1758144660880199936,1,"POS",11303609,3
8684908236976788480,1,"POS",10790590,2
592878732582016512,1,"POS",11303609,2
4837724191007560704,1,"POS",14375307,1
3146649056341123584,1,"POS",14462089,3
7983092790712327168,1,"POS",11857968,1
7925556720913933312,1,"POS",12407474,3
203603950099350304,1,"POS",11857968,2
4482834107797576704,1,"POS",11619160,12
1581627318522555648,1,"POS",10602407,1
5876035938129495040,1,"POS",11496155,1
6337217108352032768,1,"POS",12370524,1
1013584716198469504,1,"POS",13637319,1
9060363844036563968,1,"POS",10296747,30
8144651074848819200,1,"POS",10564003,3
7500043910371592192,1,"POS",10694974,1
7943361692171089920,1,"POS",11408796,1
94286789781875520,1,"POS",13749684,1
2292852020450812928,1,"POS",10332344,1
6538421522033596416,1,"POS",10321651,3
4111954574436680704,1,"POS",14221527,4
335354427949393472,1,"POS",15216138,1
4567733777156809216,1,"POS",10318210,1
4023563062398353408,1,"POS",11303609,4
4286862663314145792,1,"POS",10300424,2
4811163003665548288,2,"POS",13413984,1
8858349788624046080,1,"POS",13485354,1
1144768178138292864,1,"POS",13193990,1
8875861778043220992,1,"POS",15251895,1
9006952128699565056,1,"POS",11475787,1
6641061328675135488,1,"POS",10332344,1
5233635915208016896,1,"POS",14292130,1
5346428045312486400,1,"POS",15384035,2
7925556720913933312,1,"POS",13472063,1
8114886668812259328,1,"POS",10305233,1
7279280466423519232,1,"POS",11527546,1
6491069555840130048,1,"POS",12131504,1
3021979310232312320,1,"POS",12494324,1
5210214045584018432,1,"POS",13184932,1
4286862663314145792,1,"POS",14767727,1
3595870960267732992,1,"POS",15285786,2
8541275508578217984,1,"POS",12499851,1
4075712366018147328,1,"POS",14960439,1
798373556195641984,1,"POS",10936631,1
6518010115275943936,1,"POS",12370490,2
4148434517539917824,1,"POS",14944854,1
5589574593146968064,1,"POS",12903324,1
9144295405406454784,1,"POS",10313583,3
7224617307154411520,1,"POS",14540827,1
2815213491321837568,1,"POS",11824067,4
3148818955445755904,1,"POS",12907507,1
7742707301452506112,1,"POS",10539237,1
4562460328426492416,1,"POS",15184708,1
2835783709886319104,1,"POS",11241304,1
334692418847087744,1,"POS",12269122,2
8360665937304502272,1,"POS",10336139,1
1225244962923331328,1,"POS",15163660,2
5876035938129495040,1,"POS",11475787,1
4892387854796559360,1,"POS",14221550,1
4297223676338943488,1,"POS",12822904,1
9206935107044370432,1,"POS",11857968,5
6791941802672665600,1,"POS",13405246,1
2214959352829479424,1,"POS",15420151,1
8755518431394234368,1,"POS",14740146,3
3309145650256290304,1,"POS",15095441,1
6491069555840130048,1,"POS",12187878,1
692414260463426944,1,"POS",11303609,3
5089511491801411584,1,"POS",15084791,1
4107599106459701248,1,"POS",10337640,1
3703686371142583296,1,"POS",11465465,1
748095950717833344,1,"POS",13164538,1
6373859882019018752,1,"POS",11279189,1
3917766112802521088,1,"POS",13065743,1
3099428089284042240,1,"POS",11285673,1
4944338695211232256,1,"POS",11794104,1
9206935107044370432,1,"POS",10853612,1
3790115972539898368,1,"POS",15312713,1
2688024907800909824,1,"POS",11887049,1
1274984866458701312,1,"POS",12895405,1
8091619621881016320,1,"POS",12741476,1
2951724425043402752,1,"POS",14120794,2
186492189084797888,1,"POS",14738405,1
5983172093760068608,1,"POS",10336139,1
1274984866458701312,1,"POS",10602407,1
1368406393906163200,1,"POS",10932812,1
9198445176344352768,1,"POS",11884632,1
480969079851486720,1,"POS",11017951,1
3389111757817656832,1,"POS",14221535,1
3943261548424891392,1,"POS",13077672,1
6303773313904649216,1,"POS",11303609,1
5876035938129495040,1,"POS",12951638,2
5816162513551730688,1,"POS",14127252,4
2580778409722080256,1,"POS",11941374,1
4944338695211232256,1,"POS",12152047,1
3345600797923940864,1,"POS",10337640,1
2947444144641178112,1,"POS",11442977,1
4504322502766680576,2,"POS",14756076,1
3326645916765074432,1,"POS",13819883,1
6861792605025121280,1,"POS",13029301,1
7859037082177017856,1,"POS",12245700,1
797553996774776448,1,"POS",10577138,1
642468134325471616,1,"POS",10336139,2
1638947603092353536,1,"POS",14394498,1
7039700166204843008,1,"POS",11413689,1
6135311356130410496,1,"POS",11887049,4
4324437596575664640,1,"POS",14527915,1
4116875892430460416,1,"POS",10820033,1
2916589434299009536,1,"POS",10790590,3
1118105154346309760,1,"POS",12302386,1
6257027702643110912,1,"POS",10621928,2
7371536591681853440,1,"POS",10336766,2
4510764564063644672,1,"POS",12781589,4
6758381506414271488,1,"POS",14699581,1
2873464731651206656,1,"POS",10327682,6
430245382199338624,1,"POS",14676340,1
2289890766822024448,1,"POS",10602407,1
696757799857584512,1,"POS",14011613,2
147663394085490912,1,"POS",13901442,1
8742631298272501760,1,"POS",14540827,1
4294135746045479936,1,"POS",10318210,1
7859037082177017856,1,"POS",12445227,1
8747857180943943680,1,"POS",10316214,3
7455226590628491264,1,"POS",11732088,3
3188595436993486336,1,"POS",10315497,1
7177818778842302464,1,"POS",11857968,2
2835305718307237888,1,"POS",10932812,5
696757799857584512,1,"POS",11101714,1
3785376175516210176,1,"POS",14491047,1
5782112460624902144,1,"POS",12772976,6
2670975567567331328,1,"POS",13388673,1
7700246000315864064,1,"POS",12351425,1
3338015186737246208,1,"POS",14374482,1
7688850897668697088,1,"POS",14351563,1
6961721864580029440,1,"POS",10305233,1
6641061328675135488,1,"POS",14449789,1
4632454390277821440,1,"POS",10313583,2
2688024907800909824,1,"POS",10932812,4
4487103013486379520,1,"POS",10804888,1
7760221021309720576,1,"POS",11258746,1
8618800519505596416,1,"POS",15249063,1
8854901229097820160,1,"POS",15016272,1
1981100524524887808,1,"POS",14649222,1
5.07922797261e+18,1,"POS",10321651,1
2360442545302020608,1,"POS",12701470,1
2269235693950906112,1,"POS",13220132,2
956540030589798912,1,"POS",13800784,1
4892387854796559360,1,"POS",13107826,1
5338638930506542080,1,"POS",11030483,3
261708802225087712,1,"POS",12800181,1
5803675392027617280,1,"POS",12570479,1
644708195045543680,1,"POS",13220124,1
5829716707801816064,1,"POS",11220944,1
5395074834770510848,1,"POS",13972088,1
6644964499869674496,1,"POS",14402804,1
1161264945571789312,1,"POS",11293412,1
7466031475026644992,1,"POS",11303609,2
2313308894243670016,1,"POS",12279055,1
4251358838232561152,1,"POS",13705561,1
4107599106459701248,1,"POS",10334092,11
2812457720385010688,1,"POS",14347777,1
4294135746045479936,1,"POS",13743562,1
3676581317852600320,1,"POS",11262896,1
8132330616169185280,1,"POS",14120794,1
4137314052898333696,1,"POS",13727250,1
8789825072551949312,1,"POS",14215370,1
4040248118710020096,1,"POS",11306693,2
5718002332697481216,1,"POS",10944700,2
2967523645074710016,1,"POS",10327682,2
6992249956262267904,1,"POS",13630363,1
344511772494740608,1,"POS",13494695,1
7182582027601867776,1,"POS",12336665,1
3646681029507772928,1,"POS",11493715,1
5089322360507436032,1,"POS",13472063,2
756871223005363072,1,"POS",10313781,2
2835783709886319104,1,"POS",13274949,3
2867704983620294656,1,"POS",11096278,2
2214959352829479424,1,"POS",11962974,1
4100146428389447168,1,"POS",11303609,5
4107599106459701248,1,"POS",10327682,2
42713176869523880,1,"POS",14402812,2
7518525953738634240,1,"POS",13388673,1
956540030589798912,1,"POS",11152196,1
4482834107797576704,1,"POS",10673713,1
6325188815777017856,1,"POS",12349072,1
1076965269084380928,1,"POS",11165776,5
4107599106459701248,1,"POS",13575089,1
7945476973036591104,1,"POS",11475787,1
6373859882019018752,1,"POS",15322209,2
1711456653259508224,1,"POS",11303609,1
901786527324933632,1,"POS",12576831,5
6557549308929739776,1,"POS",11578143,1
5017898364545652736,1,"POS",11303609,1
6189059147969265664,1,"POS",15294804,1
4844256975505510400,1,"POS",14744387,1
1079840255413201280,1,"POS",11942380,1
6734253081551311872,2,"POS",14733851,1
566152347186695296,1,"POS",15199201,1
8747857180943943680,1,"POS",12351425,1
8420774247431028736,1,"POS",14700702,1
8188311433535620096,1,"POS",10327682,2
8488644863806487552,1,"POS",11950110,1
9099734971268673536,1,"POS",14274385,1
7943361692171089920,1,"POS",14221626,5
2685447207504279552,1,"POS",10315497,1
4033769910385260032,1,"POS",15469539,1
7794029688362770432,1,"POS",15084791,6
3172674275312890368,1,"POS",13886619,1
220518128549642944,1,"POS",13817036,4
1849282742440678656,1,"POS",12370557,2
2292852020450812928,1,"POS",11014990,2
3869840034152722432,1,"POS",10315497,2
8132330616169185280,1,"POS",13655519,1
5661513712378793984,1,"POS",12188124,1
662130901977615360,1,"POS",14694293,1
5147894405534957568,1,"POS",14015341,5
4373349805311056896,1,"POS",13670377,1
7305437598564068352,1,"POS",10604288,1
6452336743067764736,1,"POS",11512431,1
2313308894243670016,1,"POS",10602407,1
119897878189145520,1,"POS",14256655,1
2806072726844406784,1,"POS",14221626,3
956540030589798912,1,"POS",15335722,1
8680986437200902144,1,"POS",13318233,2
2938383178354741248,1,"POS",14388938,1
5782112460624902144,1,"POS",10005593,1
2537268728716758016,1,"POS",13293782,1
8132330616169185280,1,"POS",15287022,3
7688850897668697088,1,"POS",14277792,1
3595870960267732992,1,"POS",11496148,1
5089511491801411584,1,"POS",12088571,1
1552426267750220800,1,"POS",10336139,2
7612018712885629952,1,"POS",14960454,2
5788601845330388992,1,"POS",10297513,1
2562547158535059456,1,"POS",15696651,1
8167427090102628352,1,"POS",13333372,16
7490559377928554496,1,"POS",13209382,1
3785376175516210176,1,"POS",13886619,1
7983092790712327168,1,"POS",13972179,3
3405181387725176320,1,"POS",11230273,1
8977685101962665984,1,"POS",13966056,1
8779889004615209984,1,"POS",15244254,1
1083075446973846144,1,"POS",14002067,2
5.07922797261e+18,1,"POS",11544038,6
5347249341842460672,1,"POS",14454540,1
4632454390277821440,1,"POS",13318233,1
7630280841837569024,1,"POS",10321388,2
3249703586138957312,1,"POS",11241304,1
27779901964454640,1,"POS",14647986,1
9144295405406454784,1,"POS",13472063,1
4476350616100556288,1,"POS",13416953,3
1163671493133281536,1,"POS",11303609,2
3139760566180940800,1,"POS",14914121,1
4181196452924381696,1,"POS",15390644,1
8132330616169185280,1,"POS",10334191,1
2873464731651206656,1,"POS",13762968,4
3355723354479669248,1,"POS",14261531,1
788079184037014528,1,"POS",10311355,1
197314102589769088,1,"POS",13318233,1
2812457720385010688,1,"POS",12742805,1
7424655378279051264,1,"POS",14878474,1
7569964589143496704,1,"POS",10883049,17
6257027702643110912,1,"POS",15149040,2
2815213491321837568,1,"POS",14847370,3
5612101432001231872,1,"POS",15594617,1
